genres,movie_title,original_language,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count,year_released
"[""Thriller"",""Science Fiction"",""Crime"",""Drama"",""Fantasy"",""Horror""]",Iris,en,0.6,"[""United States of America"",""United Kingdom""]",2015-08-15,"[""English""]",6.0,1.0,2015.0
"[""Documentary""]",The Game Changers,en,9.719,"[""United States of America""]",2019-09-16,"[""English""]",7.3,222.0,2018.0
"[""Comedy"",""Crime"",""Action""]",The Nice Guys,en,21.168,"[""United Kingdom"",""United States of America""]",2016-05-15,"[""English""]",7.1,6136.0,2016.0
"[""Documentary"",""Drama""]",Memoria,pt,0.6,"[""Indonesia"",""Timor-Leste""]",2016-11-30,"[""Português""]",0.0,0.0,2016.0
"[""Drama""]",Marriage Story,en,22.404,"[""United Kingdom""]",2019-09-28,"[""English""]",7.8,5249.0,2019.0
"[""Drama"",""Thriller""]",Room,en,16.406,"[""Canada"",""Ireland"",""United Kingdom"",""United States of America""]",2015-10-16,"[""English""]",8.1,7612.0,2015.0
"[""Drama""]",Grass,ko,2.982,"[""South Korea""]",2018-10-25,"[""한국어/조선말""]",6.5,34.0,2018.0
"[""Documentary""]",Gift,en,0.6,"[""Canada""]",2019-05-17,"[""English"",""Italiano""]",6.0,1.0,2019.0
"[""Drama"",""Horror""]",My Heart Can't Beat Unless You Tell It To,en,3.961,"[""United States of America""]",2021-06-25,"[""English"",""Español""]",6.4,10.0,2020.0
"[""Documentary""]",Oliver Sacks: His Own Life,en,3.365,"[""United States of America""]",2021-09-29,"[""English""]",0.0,0.0,2019.0
"[""Comedy"",""Drama""]",Tangerine,en,9.725,"[""United States of America""]",2015-07-10,"["""",""English""]",7.0,461.0,2015.0
"[""Documentary""]",Champs,en,5.138,"[""United States of America""]",2015-03-13,"[""English""]",7.0,30.0,2015.0
"[""Documentary""]",MLK/FBI,en,2.732,"[""United States of America""]",2021-07-26,"[""English""]",6.0,2.0,2020.0
"[""Documentary""]",Father,zh,0.6,"[""Taiwan""]",2018-10-19,"[""普通话""]",0.0,1.0,2017.0
"[""Drama""]",The Light of the Moon,en,3.718,"[""United States of America""]",2017-03-12,"[""Español"",""English""]",6.7,26.0,2017.0
"[""Drama""]",Firecrackers,en,2.383,"[""Canada""]",2019-03-29,"[""English""]",6.1,10.0,2018.0
"[""Drama""]",A Beautiful Day in the Neighborhood,en,14.205,"[""China"",""United States of America""]",2019-09-07,"[""English""]",7.0,1068.0,2019.0
"[""Romance"",""Drama""]",Brooklyn,en,12.473,"[""Ireland"",""United Kingdom"",""Canada""]",2015-10-20,"[""English""]",7.3,2616.0,2015.0
"[""Romance""]",The Gift,tl,0.649,"[""Philippines""]",2019-01-11,"[""""]",6.0,1.0,2019.0
"[""Drama""]",The Cakemaker,he,6.594,"[""Israel"",""Germany""]",2017-12-28,"[""Deutsch"",""עִבְרִית"",""English""]",7.0,88.0,2017.0
"[""Documentary""]",Created Equal: Clarence Thomas in His Own Words,en,2.813,"[""United States of America""]",2020-01-31,"[""English""]",6.5,2.0,2020.0
"[""Comedy"",""Drama"",""Romance""]",Spring Blossom,fr,2.531,"[""France""]",2020-09-01,"[""Français""]",5.1,14.0,2020.0
"[""Crime"",""Romance"",""Drama""]",Ash Is Purest White,zh,6.373,"[""Japan"",""China"",""France""]",2018-09-21,"[""普通话""]",6.8,181.0,2018.0
"[""Drama"",""Crime""]",In Her Name,fr,6.018,"[""France""]",2016-03-16,"[""English"",""Français"",""Deutsch""]",6.7,233.0,2016.0
"[""Documentary""]",Aida's Secrets,en,1.991,"[""Canada"",""Israel""]",2016-05-03,"[""English"",""עִבְרִית""]",7.2,5.0,2016.0
"[""Documentary"",""Music""]",Amy,en,20.811,"[""United Kingdom""]",2015-07-03,"[""English""]",7.6,972.0,2015.0
"[""Drama""]",Rams,is,10.392,"[""Denmark"",""Iceland"",""Norway"",""Poland""]",2015-05-28,"[""Íslenska""]",7.1,196.0,2015.0
"[""Drama""]",Jinn,en,2.45,"[""United States of America""]",2018-03-11,"[""العربية"",""English""]",5.4,8.0,2018.0
"[""Drama""]",Son of Monarchs,es,4.952,"[""United States of America"",""Mexico""]",2021-10-15,"[""English"",""Español""]",3.5,2.0,2020.0
"[""Documentary""]",The First Film,en,2.497,"[""France"",""United Kingdom"",""United States of America""]",2015-07-03,"[""English""]",6.2,5.0,2015.0
"[""Documentary""]",Crock of Gold: A Few Rounds With Shane MacGowan,en,3.547,"[""United Kingdom""]",2020-12-04,"[""English""]",9.0,6.0,2020.0
"[""Drama""]",The Chambermaid,es,4.108,"[""Mexico"",""United States of America""]",2019-03-25,"[""Español"",""Français""]",6.6,37.0,2018.0
"[""Drama""]",1985,en,0.6,"[""United States of America""]",2016-03-11,"[""English""]",5.3,4.0,2016.0
"[""Drama"",""Horror"",""Thriller""]",The Promise,th,1.919,"[""Thailand""]",2017-09-07,"[""ภาษาไทย""]",7.2,26.0,2017.0
"[""Animation""]",Goldie,en,0.894,"[""United States of America""]",2019-01-27,"[""English""]",10.0,1.0,2019.0
"[""Documentary""]",Jane,en,7.967,"[""United States of America""]",2017-12-28,"[""English""]",7.6,89.0,2017.0
"[""Comedy"",""Romance""]",Keep the Change,en,2.56,"[""United States of America""]",2018-03-16,"[""English""]",6.5,15.0,2017.0
"[""Comedy"",""Fantasy""]",Mandibles,fr,10.161,"[""Belgium"",""France""]",2020-09-16,"[""Français""]",6.4,199.0,2020.0
"[""Documentary""]",King Georges,en,2.703,"[""United States of America""]",2015-04-11,"[""English""]",5.1,11.0,2015.0
"[""Horror"",""Thriller""]",Julia,es,0.6,"[""Colombia""]",2018-07-24,"[""Español""]",0.0,0.0,2018.0
"[""Drama"",""History""]",Harriet,en,20.512,"[""United States of America""]",2019-11-01,"[""English"",""Italiano""]",7.3,522.0,2019.0
"[""Documentary""]",A Beautiful Planet,en,4.087,"[""United States of America""]",2016-04-29,"[""English""]",6.9,44.0,2016.0
"[""Drama""]",Mouthpiece,en,1.344,"[""Canada""]",2018-09-06,"[""English""]",5.3,3.0,2018.0
"[""Drama""]",Fences,en,22.391,"[""Canada"",""United States of America""]",2016-12-16,"[""English""]",6.8,2063.0,2016.0
"[""Comedy""]",The Twentieth Century,en,3.376,"[""Canada""]",2019-12-20,"[""English"",""Français""]",6.8,14.0,2019.0
"[""Drama"",""Crime""]",Buoyancy,th,2.317,"[""Australia"",""Cambodia"",""Thailand""]",2019-09-26,"["""",""ภาษาไทย""]",7.4,23.0,2019.0
"[""Horror"",""Thriller""]",Haunt,en,24.239,"[""United States of America""]",2019-09-13,"[""English""]",6.7,707.0,2019.0
"[""Drama""]",The Teacher,es,1.413,"[""Argentina""]",2020-05-14,"[""Español""]",5.3,4.0,2020.0
"[""Drama""]",Mustang,tr,12.783,"[""Qatar"",""France"",""Germany"",""Turkey""]",2015-06-17,"[""Türkçe""]",7.8,1117.0,2015.0
"[""Documentary""]",The Eyes of Orson Welles,en,2.635,"[""United Kingdom""]",2018-08-17,"[""Italiano"",""English""]",7.8,21.0,2018.0
"[""History"",""Drama"",""Comedy""]",I Do Not Care If We Go Down in History as Barbarians,ro,2.304,"[""Germany"",""Bulgaria"",""France"",""Czech Republic"",""Romania""]",2018-09-28,"[""Română""]",7.2,18.0,2018.0
"[""Drama""]",Heal the Living,fr,6.412,"[""Belgium"",""France""]",2016-11-01,"[""English"",""Deutsch""]",6.5,168.0,2016.0
"[""Documentary""]",Feels Good Man,en,4.742,"[""United States of America""]",2020-09-04,"[""English""]",7.2,32.0,2020.0
"[""Crime"",""Drama"",""Action""]",Echo Boomers,en,9.439,"[""United States of America""]",2020-11-13,"[""English""]",5.9,60.0,2020.0
"[""Documentary""]",Kedi,tr,6.239,"[""Turkey""]",2017-01-08,"[""Türkçe""]",7.6,229.0,2016.0
"[""Horror"",""Fantasy""]",Tumbbad,hi,10.608,"[""India"",""Sweden""]",2018-10-12,"[""English"",""हिन्दी"",""""]",7.7,137.0,2018.0
"[""Documentary"",""Music""]",Ryuichi Sakamoto: Coda,ja,4.245,"[""Japan"",""United States of America""]",2017-11-04,"[""日本語"",""English""]",7.4,22.0,2017.0
"[""Documentary""]",Always in Season,en,3.611,"[""United States of America""]",2019-01-26,"[""English""]",7.0,3.0,2019.0
"[""Documentary""]",Unrest,en,4.079,"[""Denmark"",""United Kingdom"",""United States of America""]",2017-10-20,"[""Dansk"",""English""]",7.3,32.0,2017.0
"[""Comedy""]",Jim Gaffigan: Noble Ape,en,2.591,"[""United States of America""]",2018-07-13,"[""English""]",7.4,21.0,2018.0
"[""Music"",""Drama"",""History""]",Respect,en,25.358,"[""Canada"",""United States of America""]",2021-08-12,"[""English""]",6.8,111.0,2021.0
"[""Documentary""]",Superpower Dogs,en,1.188,"[""Canada"",""Italy"",""Kenya"",""United States of America""]",2019-03-15,"[""English""]",9.0,2.0,2019.0
"[""Horror"",""Fantasy""]",The Head Hunter,en,12.383,"[""United States of America""]",2019-04-05,"[""English""]",5.3,208.0,2018.0
"[""Family""]",Reunion,en,0.6,"[""Singapore""]",2016-01-12,"[""Bahasa melayu"",""普通话""]",0.0,0.0,2016.0
"[""Comedy"",""Horror""]",Limbo,en,3.255,"[""United States of America""]",2019-08-22,"[""English""]",5.6,22.0,2019.0
"[""History"",""Drama"",""Romance""]",Frantz,fr,17.167,"[""France"",""Germany""]",2016-09-07,"[""Deutsch"",""Français""]",7.4,545.0,2016.0
"[""Drama"",""Mystery""]",Jane,ko,2.736,"[""South Korea""]",2016-10-09,"[""한국어/조선말""]",7.4,4.0,2016.0
"[""Documentary""]",Recovery Boys,en,5.003,"[""United States of America""]",2018-05-01,"[""English""]",6.4,12.0,2018.0
"[""Drama""]",Just Charlie,en,4.556,"[""United Kingdom""]",2017-06-23,"[""English""]",7.4,31.0,2017.0
"[""Drama"",""Crime"",""History""]",Just Mercy,en,19.638,"[""United States of America""]",2019-12-25,"[""English""]",8.0,1499.0,2019.0
"[""Romance"",""Drama""]",Summertime,it,5.535,"[""Italy""]",2016-09-15,"[""English""]",6.3,267.0,2016.0
"[""Drama""]",An Elephant Sitting Still,zh,7.132,"[""China""]",2018-03-08,"[""普通话""]",8.1,114.0,2018.0
"[""Drama""]",The Confirmation,da,0.639,"[""Denmark""]",2019-05-25,"[""Dansk""]",10.0,1.0,2019.0
"[""Horror""]",Alone,en,1.684,"[""India""]",2015-01-16,"[""हिन्दी""]",5.2,23.0,2015.0
"[""Documentary""]",Boiling Point,fi,0.6,"[""Finland""]",2017-01-23,"[""suomi""]",8.0,1.0,2017.0
"[""Documentary""]",Inventing Tomorrow,en,1.839,"[""United States of America""]",2019-03-21,"[""English""]",6.7,6.0,2018.0
"[""Drama"",""Comedy"",""Romance""]",Our Friend,en,28.861,"[""United States of America""]",2019-02-25,"[""English""]",7.2,168.0,2019.0
"[""Drama"",""Comedy""]",Apples,el,3.328,"[""Greece"",""Slovenia"",""Poland""]",2020-03-04,"[""English"",""ελληνικά""]",6.7,37.0,2020.0
"[""Drama"",""Comedy""]",The Confirmation,en,6.696,"[""Canada""]",2016-03-18,"[""English""]",6.4,145.0,2016.0
"[""Drama""]",Diane,en,3.25,"[""United States of America""]",2019-03-28,"[""English""]",6.6,22.0,2018.0
"[""Drama""]",The Assistant,en,12.809,"[""United States of America""]",2020-01-31,"[""普通话"",""English""]",6.5,267.0,2019.0
"[""Drama""]",Rosie,en,3.247,"[""Ireland""]",2019-03-08,"[""English""]",5.8,20.0,2018.0
"[""Music"",""Documentary""]",Turn It Around: The Story of East Bay Punk,en,3.467,"[""United States of America""]",2017-05-31,"[""English""]",7.4,8.0,2017.0
"[""Drama""]",Herself,en,3.659,"[""Ireland"",""United Kingdom""]",2020-11-26,"[""English""]",7.2,39.0,2020.0
"[""Documentary""]",Elián,en,3.581,"[""Ireland"",""United States of America""]",2017-04-21,"[""English"",""Español""]",6.5,4.0,2017.0
"[""Drama""]",Hope,no,2.314,"[""Norway"",""Sweden""]",2019-11-22,"[""Norsk"",""svenska""]",7.3,16.0,2019.0
"[""Documentary""]",Do Not Resist,en,3.458,"[""United States of America""]",2016-04-30,"[""English""]",6.7,24.0,2016.0
"[""Drama""]",Aquarius,pt,9.028,"[""Brazil"",""France""]",2016-09-01,"[""Português""]",7.5,377.0,2016.0
"[""Adventure"",""Animation"",""Fantasy"",""Family""]",The Little Prince,en,29.803,"[""France""]",2015-07-29,"[""English""]",7.6,2254.0,2015.0
"[""Drama""]",1985,en,4.951,"[""United States of America""]",2018-10-26,"[""English""]",6.2,42.0,2018.0
"[""Documentary"",""History""]",LA 92,en,9.933,"[""United States of America""]",2017-04-28,"[""English"",""Español"",""한국어/조선말"",""Français""]",7.9,84.0,2017.0
"[""Documentary"",""Music""]",Mali Blues,de,0.6,"[""Germany"",""Mali""]",2016-09-29,"[""Deutsch""]",5.0,3.0,2016.0
"[""Romance"",""Science Fiction"",""Drama""]",Little Fish,en,6.131,"[""Canada"",""United States of America""]",2021-02-05,"[""English""]",7.2,71.0,2020.0
"[""Documentary""]",Joshua: Teenager vs. Superpower,en,4.33,"[""United States of America""]",2017-01-20,"[""广州话 / 廣州話"",""English""]",7.3,39.0,2017.0
"[""Drama""]",The Silent Child,en,2.666,"[""United Kingdom""]",2017-08-08,"[""English""]",7.5,44.0,2017.0
"[""Drama""]",Pop Aye,th,1.472,"[""Singapore"",""Thailand""]",2017-09-06,"[""ภาษาไทย""]",6.6,13.0,2017.0
"[""Drama"",""Comedy""]",Rams,en,4.565,"[""Australia""]",2020-10-15,"[""English""]",6.5,36.0,2020.0
"[""Drama"",""History""]",Mission Mangal,hi,3.634,"[""India""]",2019-08-15,"[""हिन्दी"",""""]",7.2,37.0,2019.0
"[""Documentary"",""History"",""War""]",They Shall Not Grow Old,en,14.997,"[""New Zealand"",""United Kingdom""]",2018-11-11,"[""English""]",7.8,383.0,2018.0
"[""Comedy"",""Romance""]",Running Shaadi,hi,0.781,"[""India""]",2017-02-16,"[""हिन्दी""]",6.0,5.0,2017.0
"[""Documentary""]",Half the Picture,en,4.58,"[""United States of America""]",2018-06-08,"[""English""]",5.8,8.0,2018.0
"[""Documentary""]",Arcadia,en,2.324,"[""United Kingdom""]",2017-10-08,"[""English""]",6.9,7.0,2017.0
"[""Music"",""Drama""]",Félicité,fr,1.676,"[""Congo"",""France"",""Lebanon"",""Belgium"",""Senegal"",""Germany""]",2017-03-29,"[""Français"",""""]",6.2,28.0,2017.0
"[""Documentary""]",The Bleeding Edge,en,8.044,"[""United States of America""]",2018-07-27,"[""English""]",6.6,56.0,2018.0
"[""Drama""]",Honey Boy,en,13.689,"[""United States of America""]",2019-11-08,"[""English""]",7.2,429.0,2019.0
"[""Comedy"",""Drama""]",All Square,en,3.349,"[""United States of America""]",2018-10-12,"[""English""]",6.4,11.0,2018.0
"[""Documentary""]",Merata: How Mum Decolonised the Screen,en,2.899,"[""New Zealand""]",2019-01-28,"[""English"",""""]",6.7,7.0,2018.0
"[""Music"",""Documentary""]",Zappa,en,6.404,"[""United States of America""]",2020-11-27,"[""English""]",7.4,19.0,2020.0
"[""Documentary""]","Life, Animated",en,8.498,"[""United States of America""]",2016-03-03,"[""English""]",7.7,111.0,2016.0
"[""Drama"",""Western""]",First Cow,en,9.961,"[""United States of America""]",2020-03-06,"[""English""]",7.1,215.0,2019.0
"[""Documentary""]",The World Before Your Feet,en,2.606,"[""United States of America""]",2018-11-21,"[""English""]",7.8,8.0,2018.0
"[""Drama"",""Music""]","Nico, 1988",it,4.456,"[""Belgium"",""Italy""]",2017-10-12,"[""Deutsch"",""English"",""Český""]",7.1,65.0,2017.0
"[""Romance"",""Drama""]",If Beale Street Could Talk,en,10.041,"[""United States of America""]",2018-12-14,"[""English""]",7.0,873.0,2018.0
"[""Documentary"",""Crime""]",Call Her Ganda,en,5.595,"[""Philippines"",""United States of America""]",2018-04-19,"[""English"",""""]",5.6,11.0,2018.0
"[""Drama""]",Brian Banks,en,49.745,"[""United States of America""]",2019-08-09,"[""English""]",7.3,118.0,2018.0
"[""Thriller"",""Documentary""]",(T)ERROR,en,2.883,"[""United States of America""]",2015-01-24,"[""English""]",6.4,29.0,2015.0
"[""Mystery"",""Thriller"",""Horror""]",Get Out,en,43.424,"[""United States of America""]",2017-02-24,"[""English""]",7.6,13434.0,2017.0
"[""Drama"",""Comedy""]",Licorice Pizza,en,13.886,"[""Canada"",""United States of America""]",2021-11-26,"[""English""]",0.0,0.0,2021.0
"[""Comedy"",""Drama""]",Newton,hi,5.805,"[""India""]",2017-04-24,"[""हिन्दी""]",7.1,98.0,2017.0
"[""Animation"",""Documentary""]",Liyana,en,3.171,"[""Qatar"",""Swaziland"",""United States of America""]",2018-10-10,"[""English""]",0.0,0.0,2017.0
"[""Drama"",""Science Fiction"",""Mystery""]",Arrival,en,48.443,"[""United States of America""]",2016-11-10,"[""普通话"",""English"",""Pусский""]",7.6,14366.0,2016.0
"[""Comedy""]",Faith Based,en,3.789,"[""United States of America""]",2020-10-09,"[""English""]",5.4,6.0,2020.0
"[""Western"",""Documentary""]",Western,en,2.95,"[""United States of America"",""Mexico""]",2015-09-25,"[""Español"",""English""]",6.3,6.0,2015.0
"[""Documentary""]",Love & Bananas: An Elephant Story,en,3.055,"[""Cambodia"",""Thailand"",""United States of America""]",2018-04-22,"[""English""]",7.3,4.0,2018.0
"[""Horror""]",My Little Sister,en,4.401,"[""Italy""]",2016-07-16,"[""Italiano""]",5.3,25.0,2016.0
"[""Action"",""Drama"",""History""]",Ip Man 4: The Finale,cn,14.012,"[""China"",""United States of America"",""Hong Kong""]",2019-12-19,"[""广州话 / 廣州話"",""普通话"",""English""]",7.3,1463.0,2019.0
"[""Comedy"",""Crime"",""Mystery"",""Romance"",""Thriller""]",Women Who Kill,en,3.959,"[""United States of America""]",2016-07-27,"[""English""]",4.9,21.0,2016.0
"[""Documentary""]",Rapid Response,en,3.115,"[""United States of America""]",2019-09-06,"[""English""]",8.0,4.0,2019.0
"[""Documentary""]",The Proposal,en,2.03,"[""United States of America""]",2019-05-24,"[""English""]",6.0,1.0,2018.0
"[""Drama""]",Identifying Features,es,5.646,"[""Mexico"",""Spain""]",2020-12-10,"[""Español""]",6.8,26.0,2020.0
"[""Romance"",""Drama""]",Carol,en,16.312,"[""United Kingdom"",""United States of America""]",2015-11-20,"[""English""]",7.5,2949.0,2015.0
"[""Drama""]",House of Hummingbird,ko,4.708,"[""South Korea""]",2019-08-29,"[""한국어/조선말""]",7.5,45.0,2018.0
"[""Drama""]",The Father,en,22.684,"[""United Kingdom"",""France""]",2021-02-26,"[""English""]",8.2,1543.0,2020.0
"[""Documentary""]",The Price of Everything,en,4.24,"[""United States of America""]",2018-11-16,"[""English""]",7.1,18.0,2018.0
"[""Drama""]",The Last Tree,en,3.504,"[""United Kingdom""]",2019-09-27,"[""English""]",6.3,14.0,2019.0
"[""Drama""]",Western,de,3.45,"[""Austria"",""Germany"",""Bulgaria""]",2017-08-24,"[""Deutsch"",""български език"",""English""]",6.7,66.0,2017.0
"[""Horror""]",Exit,en,1.688,"[""United Kingdom""]",2020-01-11,"[""English""]",0.0,0.0,2020.0
"[""Drama""]",Hope,nl,0.706,"[""Netherlands""]",2016-04-24,"[""Nederlands""]",5.5,2.0,2016.0
"[""Documentary""]",The Edge of Democracy,pt,6.595,"[""Brazil""]",2019-01-24,"[""Português""]",7.8,287.0,2019.0
"[""Documentary""]",Crime + Punishment,en,1.577,"[""United States of America""]",2018-01-19,"[""English""]",7.2,7.0,2018.0
"[""Comedy"",""War"",""Drama""]",Jojo Rabbit,en,31.265,"[""Czech Republic"",""New Zealand"",""United States of America""]",2019-10-18,"[""English"",""Deutsch""]",8.1,6711.0,2019.0
"[""Comedy"",""Drama""]",The Other Side of Hope,fi,10.51,"[""Finland"",""Germany""]",2017-02-03,"[""العربية"",""English"",""suomi"",""svenska""]",6.9,210.0,2017.0
"[""Horror"",""Mystery""]",The Wailing,ko,17.373,"[""South Korea""]",2016-05-12,"[""日本語"",""한국어/조선말""]",7.3,1138.0,2016.0
"[""Crime"",""Drama"",""Thriller""]",Blood on Her Name,en,7.074,"[""United States of America""]",2020-02-28,"[""English""]",5.3,27.0,2019.0
"[""Horror""]",Father,en,0.6,"[""United Kingdom""]",2018-10-10,"[""English""]",4.0,2.0,2018.0
"[""Horror"",""Thriller"",""Mystery""]",Against the Night,en,3.939,"[""United States of America""]",2017-09-15,"[""English""]",4.7,16.0,2017.0
"[""Comedy"",""Drama""]",The Son of Joseph,fr,1.854,"[""Belgium"",""France""]",2016-04-20,"[""Français""]",6.8,21.0,2016.0
"[""Comedy"",""Romance""]",Cold War,en,2.346,"[""United States of America""]",2017-11-19,"[""English""]",7.3,10.0,2017.0
"[""Action"",""Adventure"",""Science Fiction""]",Bumblebee,en,51.041,"[""China"",""United States of America""]",2018-12-15,"[""English""]",6.7,4667.0,2018.0
"[""Documentary""]",Cameraperson,en,4.593,"[""United States of America""]",2016-09-09,"[""Bosanski"",""العربية"",""English"",""فارسی"",""Hausa""]",7.0,57.0,2016.0
"[""Action"",""Adventure"",""Science Fiction""]",Mad Max: Fury Road,en,59.999,"[""Australia"",""United States of America"",""South Africa""]",2015-05-13,"[""English""]",7.5,18614.0,2015.0
"[""Thriller"",""Crime"",""Drama""]",Beast,en,0.6,"[""Philippines"",""Australia""]",2015-09-14,"[""English""]",0.0,0.0,2015.0
"[""Drama"",""Adventure"",""Science Fiction""]",The Martian,en,52.459,"[""United Kingdom"",""United States of America""]",2015-09-30,"[""English"",""普通话""]",7.7,16260.0,2015.0
"[""Documentary""]",The Seventh Fire,en,2.92,"[""United States of America""]",2015-02-07,"[""English""]",6.0,8.0,2015.0
"[""Documentary""]",Time,en,6.511,"[""United States of America""]",2020-10-09,"[""English""]",6.9,70.0,2020.0
"[""Action""]",Furie,vi,7.296,"[""Vietnam""]",2019-02-22,"[""Tiếng Việt""]",6.4,100.0,2019.0
"[""Drama"",""Comedy""]",About Endlessness,sv,8.89,"[""France"",""Sweden"",""Germany"",""Norway""]",2019-11-15,"[""svenska""]",6.3,83.0,2019.0
"[""Documentary""]",The 24 Hour War,en,6.054,"[""United States of America""]",2016-11-20,"[""English""]",7.2,40.0,2016.0
"[""Drama""]",The Perfect Candidate,ar,5.198,"[""Germany"",""Saudi Arabia""]",2020-03-06,"[""العربية"",""English""]",6.5,57.0,2019.0
"[""Family"",""Documentary""]",Hearing Is Believing,en,0.6,"[""United States of America""]",2017-06-16,"[""English""]",0.0,0.0,2017.0
"[""Drama"",""History""]",The Conductor,nl,7.27,"[""Belgium"",""Bulgaria"",""Netherlands""]",2018-10-25,"[""English"",""Nederlands"",""Deutsch""]",8.0,86.0,2018.0
"[""Drama""]",Graduation,ro,11.49,"[""Romania"",""France"",""Belgium""]",2016-05-20,"[""Română""]",6.7,203.0,2016.0
"[""Comedy"",""Drama""]",Thunder Road,en,7.859,"[""United States of America""]",2018-09-12,"[""English""]",6.9,263.0,2018.0
"[""Fantasy"",""Comedy"",""Horror""]",Extra Ordinary,en,8.689,"[""Belgium"",""Ireland""]",2019-09-13,"[""English""]",6.4,136.0,2019.0
"[""Drama""]",Leave No Trace,en,16.542,"[""Canada"",""United States of America""]",2018-06-29,"[""English""]",6.8,855.0,2018.0
"[""Documentary""]",Transformer,en,8.723,"[""Canada""]",2018-04-27,"[""English""]",5.9,31.0,2018.0
"[""Adventure"",""Comedy"",""Family"",""Animation""]",Moana,en,25.97,"[""United States of America""]",2016-11-23,"[""English""]",7.6,9909.0,2016.0
"[""Drama"",""Horror"",""Thriller""]",Stray,ru,2.585,"[""Russia""]",2019-11-28,"[""Pусский""]",4.2,15.0,2019.0
"[""Documentary""]",Queer Japan,ja,1.819,"[""Japan"",""United States of America""]",2020-12-11,"[""English"",""日本語""]",0.0,0.0,2019.0
"[""Documentary""]",The Dissident,en,6.31,"[""United States of America""]",2020-12-25,"[""English"",""Türkçe"",""العربية""]",7.6,56.0,2020.0
"[""Drama""]",A Fantastic Woman,es,12.458,"[""Chile""]",2017-04-06,"[""Español""]",7.1,535.0,2017.0
"[""Horror""]",Abominable,en,4.19,"[""United States of America""]",2020-04-14,"[""English""]",3.6,10.0,2020.0
"[""Drama""]",Bull,en,3.218,"[""United States of America""]",2020-08-03,"[""English""]",6.7,9.0,2019.0
"[""Fantasy""]",The Gift,en,0.87,"[""United States of America""]",2020-01-11,"[""English""]",0.0,0.0,2020.0
"[""Romance"",""Comedy""]",The Proposal,id,0.6,"[""Indonesia""]",2015-07-25,"[""Bahasa indonesia""]",6.0,1.0,2015.0
"[""Drama"",""Mystery"",""Thriller""]",Rojo,es,4.203,"[""Argentina"",""Belgium"",""Brazil"",""Germany"",""Netherlands"",""France"",""Switzerland""]",2018-10-26,"[""Español""]",6.2,37.0,2018.0
"[""Documentary""]",People's Republic of Desire,en,0.897,"[""China""]",2018-11-30,"[""普通话""]",6.2,8.0,2018.0
"[""Comedy""]",Microbe and Gasoline,fr,7.103,"[""France""]",2015-07-08,"[""Français""]",6.1,112.0,2015.0
"[""Comedy"",""Drama"",""Romance""]",Saint-Narcisse,en,6.437,"[""Canada""]",2021-09-24,"[""English"",""Français""]",4.0,2.0,2020.0
"[""Documentary""]",Women He's Undressed,en,3.277,"[""Australia""]",2015-06-11,"[""English""]",4.8,15.0,2015.0
"[""Drama"",""Thriller""]",Neerja,hi,7.35,"[""India""]",2016-02-19,"[""हिन्दी""]",7.4,172.0,2016.0
"[""Adventure"",""Science Fiction"",""Action""]",Avengers: Endgame,en,200.924,"[""United States of America""]",2019-04-24,"[""English"",""日本語"",""""]",8.3,19466.0,2019.0
"[""Drama"",""Romance"",""War"",""Music""]",Cold War,pl,9.076,"[""France"",""Poland"",""United Kingdom""]",2018-06-08,"[""Deutsch"",""Hrvatski"",""Français"",""Italiano"",""Polski"",""Pусский""]",7.5,1140.0,2018.0
"[""Documentary""]",Wasted! The Story of Food Waste,en,3.503,"[""United States of America""]",2017-07-27,"[""English""]",7.0,13.0,2017.0
"[""Music"",""Drama"",""Romance""]",I Still Believe,en,22.735,"[""United States of America""]",2020-03-12,"[""English""]",7.7,917.0,2020.0
"[""Music"",""Documentary""]",Western Stars,en,5.353,"[""United States of America""]",2019-10-25,"[""English""]",7.0,35.0,2019.0
"[""Documentary"",""History""]",The Human Factor,en,2.042,"[""Israel"",""United Kingdom""]",2021-05-07,"[""English"",""עִבְרִית""]",6.3,3.0,2019.0
"[""Drama"",""Crime""]",11:55,en,2.741,"[""United States of America""]",2017-06-09,"[""English""]",4.3,13.0,2016.0
"[""Science Fiction"",""Thriller"",""Horror""]",A Quiet Place Part II,en,222.986,"[""United States of America""]",2021-05-21,"[""English""]",7.7,3310.0,2020.0
"[""Comedy"",""Horror""]",Rottentail,en,2.476,"[""United States of America""]",2018-03-01,"[""English""]",4.3,4.0,2018.0
"[""Drama""]",Roma,es,15.993,"[""United States of America"",""Mexico""]",2018-08-25,"[""Español"",""English""]",7.7,3239.0,2018.0
"[""Drama"",""Comedy"",""Crime""]",Lucky Grandma,en,2.463,"[""United States of America""]",2020-10-22,"[""广州话 / 廣州話"",""普通话"",""English""]",6.6,11.0,2019.0
"[""Documentary"",""Crime""]",Emanuel,en,3.68,"[""United States of America""]",2019-06-17,"[""English""]",6.2,5.0,2019.0
"[""Documentary""]",National Bird,en,4.184,"[""Germany"",""United States of America""]",2016-10-14,"[""English""]",6.9,22.0,2016.0
"[""Family"",""Comedy"",""Animation"",""Drama"",""Music""]",Sing 2,en,100.172,"[""United States of America""]",2021-12-02,"[""English""]",0.0,0.0,2021.0
"[""Documentary""]",Science Fair,en,3.481,"[""United States of America""]",2018-09-14,"[""Deutsch"",""English"",""Português""]",7.3,16.0,2018.0
