title,audienceScore,tomatoMeter,releaseDateTheaters,genre,originalLanguage
Phantom Thread,71.0,91.0,2018-01-19,"Drama, Romance",English
SPL 2: A Time for Consequences,63.0,100.0,2016-05-13,"Action, Mystery & thriller",Chinese
Logan,90.0,94.0,2017-03-03,"Action, Adventure, Fantasy",English
Shiva Baby,77.0,96.0,2021-04-02,"Comedy, Lgbtq+, Drama",English
Big Fish & Begonia,70.0,91.0,2018-04-06,"Fantasy, Adventure, Anime",Chinese
Cowboys,59.0,92.0,2021-02-12,Drama,English
The Little Prince,84.0,92.0,2016-08-05,"Adventure, Fantasy, Animation",English
Nuts!,78.0,94.0,2016-06-22,Documentary,English
The Wailing,82.0,99.0,2016-05-20,"Mystery & thriller, Horror",Korean
Chandigarh Kare Aashiqui,100.0,82.0,2021-12-10,"Romance, Action, Drama",Hindi
Letter From Masanjia,89.0,100.0,2018-09-14,Documentary,English
Elizabeth Blue,97.0,58.0,2017-09-22,Drama,English
All In: The Fight for Democracy,67.0,100.0,2020-09-09,Documentary,English
"Goodbye, Don Glees!",87.0,100.0,2022-09-14,"Kids & family, Adventure, Anime, Drama",Japanese
Ford v Ferrari,98.0,92.0,2019-11-15,"History, Drama, Biography",English
Roadrunner: A Film About Anthony Bourdain,94.0,91.0,2021-07-16,Documentary,English
Coup 53,83.0,100.0,2020-08-21,Documentary,English
In Jackson Heights,78.0,96.0,2015-11-04,Documentary,English
Downton Abbey,94.0,84.0,2019-09-20,Drama,English
Avengers: Infinity War,92.0,85.0,2018-04-27,"Action, Adventure, Fantasy, Sci-fi",English
Ne Zha,98.0,88.0,2019-09-06,"Fantasy, Adventure, Animation",Chinese
She Said,91.0,88.0,2022-11-18,Drama,English
Beasts of No Nation,92.0,91.0,2015-10-16,"War, Drama",English
Taurus,92.0,62.0,2022-11-18,"Drama, Music",English
Dragon Ball Super: Super Hero,95.0,93.0,2022-08-19,"Action, Adventure, Fantasy, Anime",Japanese
Tijuana Jackson: Purpose Over Prison,97.0,67.0,2020-07-24,Comedy,English
Aida's Secrets,79.0,100.0,2017-10-20,Documentary,English
The Reason I Jump,73.0,97.0,2021-01-08,Documentary,English
Rams,70.0,91.0,2021-02-05,"Comedy, Drama",English (Australia)
The Heart of Nuba,80.0,100.0,2018-04-06,Documentary,English
Super 30,92.0,31.0,2019-07-12,"Biography, Drama",Hindi
Long Day's Journey Into Night,67.0,93.0,2019-04-12,"Mystery & thriller, Drama",Chinese
Skid Row Marathon,100.0,100.0,2019-03-22,Documentary,English
Gagarine,50.0,95.0,2022-04-01,Drama,French (France)
Jethica,83.0,91.0,2023-01-13,"Comedy, Drama, Mystery & thriller",English
Sweet Country,71.0,96.0,2018-04-06,"Western, History, Drama",English (Australia)
Arcadia,50.0,92.0,2016-03-05,"Drama, Fantasy, Mystery & thriller",English
The Beatles: Eight Days a Week -- The Touring Years,89.0,96.0,2016-09-16,"Documentary, Music",English
Breaking a Monster,58.0,100.0,2016-06-24,"Documentary, Music",English
Against the Night,96.0,9.0,2017-09-15,Horror,English
What We Do Next,93.0,94.0,2023-03-03,Drama,English
An Elephant Sitting Still,76.0,94.0,2019-03-08,Drama,Chinese
Doobious Sources,100.0,0.0,2017-01-20,Comedy,English
The Farthest,93.0,100.0,2017-08-11,Documentary,English (United Kingdom)
They Will Have to Kill Us First,62.0,100.0,2016-03-04,Documentary,French (Canada)
Hesburgh,100.0,82.0,2019-04-26,Documentary,English
Citizen K,71.0,95.0,2019-11-22,Documentary,English
The Girl and the Spider,50.0,93.0,2022-04-08,Drama,German
Eye in the Sky,82.0,95.0,2016-04-01,"Mystery & thriller, War, Drama",English
Elián,67.0,100.0,2017-05-19,Documentary,English
Screwball,92.0,94.0,2019-03-29,Documentary,English
Golden Voices,78.0,100.0,2021-10-08,"Comedy, Drama, Romance",Russian
Clemency,65.0,92.0,2019-12-27,Drama,English
Human Nature,76.0,97.0,2020-03-13,Documentary,English
Mirai,79.0,91.0,2018-11-29,"Kids & family, Fantasy, Adventure, Anime",Japanese
Rosie,75.0,94.0,2019-07-19,Drama,English (United Kingdom)
Avengers: Endgame,90.0,94.0,2019-04-26,"Action, Adventure, Fantasy, Sci-fi",English
The Load,72.0,100.0,2019-08-30,Drama,Serbian
The Human Voice,71.0,97.0,2021-03-12,Drama,English
Crime + Punishment,93.0,93.0,2018-08-24,Documentary,English
Country Gold,100.0,89.0,2023-03-16,"Comedy, Fantasy",English
Roll Red Roll,75.0,100.0,2019-03-22,"Documentary, Crime, Drama",English
Dawson City: Frozen Time,68.0,100.0,2017-06-09,Documentary,English
Mission: Impossible - Fallout,88.0,97.0,2018-07-27,"Action, Adventure, Mystery & thriller",English
Rojo,40.0,96.0,2019-07-12,"Drama, Mystery & thriller",Spanish
Luzzu,79.0,98.0,2021-10-15,Drama,Maltese
The Woman King,99.0,94.0,2022-09-16,"Action, Adventure, History, Drama, War",English
Wonder Woman,83.0,93.0,2017-06-02,"Action, Adventure, Fantasy",English
Gloria Bell,47.0,91.0,2019-03-22,"Romance, Comedy",English
The Shadow of Violence,67.0,94.0,2020-07-31,"Crime, Drama, Mystery & thriller",English (United Kingdom)
Woman at War,86.0,97.0,2019-03-01,"Comedy, Drama",Icelandic
Fences,75.0,92.0,2016-12-25,Drama,English
Harriet,97.0,74.0,2019-11-01,"Biography, History, Drama",English
Silencio,94.0,35.0,2018-10-26,Mystery & thriller,English
Spy,78.0,95.0,2015-06-05,"Comedy, Action",English
Finding Dory,84.0,94.0,2016-06-17,"Kids & family, Comedy, Adventure, Animation",English
Inxeba,66.0,91.0,2017-08-16,"Drama, Lgbtq+",Afrikaans
Gabby Giffords Won't Back Down,96.0,100.0,2022-07-15,Documentary,English
Badhaai Do,86.0,94.0,2022-02-11,"Comedy, Drama",Hindi
"Argentina, 1985",93.0,96.0,2022-09-30,Drama,Spanish
Behemoth,85.0,96.0,2017-01-27,Documentary,Chinese
Selena Gomez: My Mind and Me,94.0,97.0,2022-11-04,"Documentary, Biography",English
Saving Mr. Wu,67.0,100.0,2015-10-02,"Crime, Drama, Mystery & thriller",Chinese
Catch the Fair One,62.0,92.0,2022-02-11,"Mystery & thriller, Drama",English
Things to Come,71.0,99.0,2016-12-02,Drama,French (France)
Living,86.0,96.0,2022-12-23,Drama,English
What Haunts Us,76.0,100.0,2018-05-11,Documentary,English
Lucky Grandma,74.0,96.0,2020-05-22,Drama,English
Soufra,88.0,100.0,2017-11-17,Documentary,Arabic
Maria by Callas: In Her Own Words,71.0,91.0,2018-11-02,"Documentary, Biography, Music",English
Maleficent: Mistress of Evil,95.0,39.0,2019-10-18,"Fantasy, Adventure",English
The Pay Day,100.0,50.0,2022-11-11,"Comedy, Mystery & thriller",English (United Kingdom)
Saving Brinton,78.0,93.0,2017-09-17,Documentary,English
Super Deluxe,93.0,80.0,2019-03-29,Mystery & thriller,Tamil
The Vigil,52.0,91.0,2021-02-26,"Horror, Mystery & thriller",English
Encanto,93.0,91.0,2021-11-24,"Kids & family, Musical, Comedy, Fantasy, Animation",English
Closure,94.0,80.0,2019-10-18,"Comedy, Drama",English
The Guilty,87.0,98.0,2018-10-19,"Mystery & thriller, Crime, Drama",Danish
Our Evil,53.0,100.0,2019-05-10,Horror,Portuguese (Brazil)
Pompo the Cinephile,97.0,92.0,2022-04-27,"Drama, Anime, Comedy",Japanese
Birdman or (The Unexpected Virtue of Ignorance),78.0,91.0,2015-01-16,"Comedy, Drama",English
Ktown Cowboys,93.0,30.0,2016-03-18,"Comedy, Drama",English
The Outpost,81.0,92.0,2020-07-03,"War, Drama",English
Paper Spiders,95.0,100.0,2021-05-07,"Drama, Comedy",English
The Harbinger,50.0,94.0,2022-12-01,"Horror, Mystery & thriller, Drama",English
The Happiest Day in the Life of Olli Mäki,74.0,98.0,2017-04-21,Drama,Finnish
The Twentieth Century,71.0,93.0,2020-11-20,"Comedy, Drama",English
Saint Maud,66.0,93.0,2021-01-29,Horror,English
Wrestling Jerusalem,95.0,60.0,2017-02-03,Drama,English
The Anthropologist,74.0,100.0,2016-11-11,Documentary,English
Sorry to Bother You,70.0,93.0,2018-07-13,"Comedy, Fantasy, Sci-fi",English
Clerks III,93.0,62.0,2022-09-13,Comedy,English
76 Days,84.0,100.0,2021-01-23,Documentary,Chinese
Vikram,95.0,57.0,2022-06-03,"Mystery & thriller, Action",Hindi
The Independents,97.0,100.0,2021-02-26,"Comedy, Drama",English
The Red Turtle,80.0,93.0,2017-01-20,"Adventure, Animation",Unknown language
Mission Control: The Unsung Heroes of Apollo,79.0,100.0,2017-04-14,"Documentary, History, Drama",English
Sensation,95.0,13.0,2021-12-31,"Sci-fi, Mystery & thriller",English (United Kingdom)
Little Men,63.0,97.0,2016-08-05,Drama,English
Becks,88.0,95.0,2018-02-09,"Drama, Music, Lgbtq+",English
Your Name,94.0,98.0,2017-04-07,"Fantasy, Romance, Anime",Japanese
The American Dream and Other Fairy Tales,60.0,94.0,2022-09-16,Documentary,English
Breathe,79.0,93.0,2015-09-11,Drama,French (France)
One Night in Miami,78.0,98.0,2020-12-25,Drama,English
David Lynch: The Art Life,74.0,91.0,2017-03-31,Documentary,English
Tunnel,82.0,100.0,2016-08-26,"Drama, Mystery & thriller",Korean
Free Solo,93.0,98.0,2018-09-28,Documentary,English
Honey Boy,92.0,95.0,2019-11-08,Drama,English
S...house,81.0,95.0,2020-10-16,Comedy,English
The Survivalist,66.0,96.0,2017-05-19,"Mystery & thriller, Drama",English (United Kingdom)
Paths of the Soul,96.0,94.0,2016-05-13,Documentary,Tibetan
Do Not Resist,62.0,91.0,2016-09-30,Documentary,English
Laal Singh Chaddha,91.0,65.0,2022-08-11,"Comedy, Drama",Hindi
A Taxi Driver,91.0,96.0,2017-08-11,"Action, History, Drama",Korean
Dark Money,64.0,96.0,2018-07-13,Documentary,English
Son of Monarchs,100.0,92.0,2021-10-15,Drama,English
McQueen,79.0,99.0,2018-07-20,Documentary,English (United Kingdom)
Swing Kids,97.0,63.0,2018-12-21,"Drama, Musical",Korean
The Meyerowitz Stories (New and Selected),72.0,93.0,2017-10-13,Comedy,English
Score: A Film Music Documentary,83.0,91.0,2017-06-16,"Documentary, Music",English
Twenty Two,92.0,100.0,2017-09-08,Documentary,Chinese
Kickboxer: Retaliation,84.0,92.0,2018-01-26,"Action, Drama",English
"""Sr.""",90.0,97.0,2022-11-18,Documentary,English
Baja,97.0,43.0,2018-04-13,Comedy,English
Recovery Boys,82.0,100.0,2018-06-29,Documentary,English
Joshua: Teenager vs. Superpower,85.0,93.0,2017-05-26,Documentary,English
November,76.0,96.0,2018-02-23,"Fantasy, Drama, Romance, Horror",Estonian
A Dark Foe,92.0,60.0,2021-07-30,"Mystery & thriller, Crime, Drama",English
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",95.0,20.0,2017-06-16,Documentary,English
Playground,81.0,100.0,2022-02-11,Drama,French (France)
Extremity,38.0,100.0,2018-09-28,Horror,English
Father,100.0,100.0,2022-04-15,Drama,Serbian
RBG,78.0,93.0,2018-05-25,Documentary,English
Liyana,71.0,98.0,2018-10-10,Documentary,English
Birdboy: The Forgotten Children,75.0,94.0,2017-12-15,"Fantasy, Adventure, Animation",Spanish (Spain)
Relic,52.0,92.0,2020-07-10,"Horror, Drama",English
Kapoor & Sons -- Since 1921,80.0,100.0,2016-03-18,"Romance, Comedy",Hindi
The Lost Leonardo,84.0,98.0,2021-08-13,"Documentary, Drama",English
Finders Keepers,73.0,98.0,2015-09-25,Documentary,English
Burden,97.0,50.0,2020-02-28,Drama,English
Carmen,67.0,100.0,2022-09-23,Drama,English
Sunshine Superman,67.0,92.0,2015-05-22,Documentary,English
For the Love of Spock,82.0,100.0,2016-09-09,Documentary,English
Pearl,82.0,92.0,2022-09-16,"Horror, Mystery & thriller, Comedy",English
Bumblebee,74.0,91.0,2018-12-21,"Action, Adventure, Sci-fi",English
Broker,88.0,94.0,2022-12-26,Drama,Korean
The Banker,100.0,79.0,2020-03-06,"History, Drama",English
Railway Children,92.0,55.0,2022-09-23,"Drama, War, Kids & family",English (United Kingdom)
Son of Saul,79.0,96.0,2015-12-18,"History, Drama",German
The Humans,44.0,92.0,2021-11-24,"Holiday, Comedy, Drama",English
Violet Evergarden: The Movie,99.0,100.0,2021-03-30,"Fantasy, Anime",Japanese
The Black Panthers: Vanguard of the Revolution,72.0,92.0,2015-09-02,"Documentary, History, Drama",English
Luca,86.0,91.0,2021-06-18,"Kids & family, Comedy, Fantasy, Animation",English
Days,78.0,96.0,2021-08-13,"Documentary, Drama",Chinese
Sound of Metal,90.0,97.0,2020-11-20,Drama,English
Capital in the Twenty-First Century,71.0,93.0,2020-04-03,Documentary,English
The Croods: A New Age,94.0,77.0,2020-11-25,"Kids & family, Comedy, Adventure, Animation",English
Night Comes On,74.0,98.0,2018-08-03,Drama,English
The Rescue,99.0,96.0,2021-10-08,"Documentary, Drama, Mystery & thriller",English
Lapsis,69.0,95.0,2021-02-12,"Sci-fi, Drama, Mystery & thriller, Comedy",English
Milkwater,62.0,100.0,2021-05-21,"Comedy, Drama, Lgbtq+",English
End of Sentence,88.0,92.0,2020-05-29,Drama,English
Jackass Forever,91.0,85.0,2022-02-04,Comedy,English
The Lost Daughter,52.0,94.0,2021-12-31,Drama,English
Fanny: The Right to Rock,79.0,100.0,2022-05-27,"Documentary, Music",English
Southwest of Salem: The Story of the San Antonio Four,50.0,100.0,2016-09-14,Documentary,English
Remember This,100.0,100.0,2023-01-27,"Drama, History",English
The Dark and the Wicked,64.0,91.0,2020-11-06,"Horror, Mystery & thriller",English
Roald Dahl's Matilda the Musical,74.0,92.0,2022-12-09,"Kids & family, Musical, Comedy, Drama, Fantasy",English
As I Open My Eyes,56.0,100.0,2016-09-09,Drama,Arabic
Oasis Knebworth 1996,100.0,83.0,2021-09-23,"Documentary, Music",English
I Am Jane Doe,76.0,91.0,2017-02-10,Documentary,English
Wasted! The Story of Food Waste,76.0,100.0,2017-10-13,Documentary,English
Nise: The Heart of Madness,91.0,88.0,2017-04-28,"Biography, Drama, History",Portuguese (Brazil)
Toy Story 4,94.0,97.0,2019-06-21,"Kids & family, Comedy, Adventure, Fantasy, Animation",English
The Swearing Jar,79.0,94.0,2022-09-23,"Romance, Comedy, Music",English
Good Manners,69.0,96.0,2018-07-27,"Horror, Fantasy, Lgbtq+",Portuguese (Brazil)
Matt Shepard Is a Friend of Mine,86.0,100.0,2015-02-06,"Documentary, Biography, Lgbtq+",English
I Still Believe,98.0,49.0,2020-03-13,"Biography, Drama, Romance, Music",English
Pimp,95.0,56.0,2018-11-09,"Crime, Drama",English
Farewell Amor,68.0,97.0,2020-12-11,Drama,English
Susanne Bartsch: On Top,78.0,100.0,2018-09-07,Documentary,English
Queer Japan,80.0,100.0,2020-12-11,"Documentary, Lgbtq+",Japanese
Being 17,75.0,95.0,2016-10-07,"Drama, Lgbtq+",French (France)
Black Mother,43.0,97.0,2019-03-08,Documentary,English
Descendant,61.0,100.0,2022-10-21,Documentary,English
The Disaster Artist,85.0,91.0,2017-12-08,"Comedy, Drama",English
Clara Sola,82.0,95.0,2022-07-01,Drama,Spanish
De Palma,86.0,95.0,2016-06-10,Documentary,English
Lucky,81.0,97.0,2017-09-29,"Comedy, Drama",English
C'mon C'mon,79.0,94.0,2021-11-19,Drama,English
Wild,72.0,93.0,2019-04-10,"Drama, Lgbtq+",French (France)
Just Say Goodbye,100.0,67.0,2019-05-10,Drama,English
Rebels of the Neon God,77.0,100.0,2015-04-10,Drama,Chinese
The First Fallen,40.0,100.0,2023-02-17,"Drama, Lgbtq+",Portuguese (Brazil)
Overcomer,98.0,56.0,2019-08-23,Drama,English
Azor,60.0,98.0,2021-09-10,"Drama, Mystery & thriller",French (France)
Stoker Hills,99.0,17.0,2022-01-14,"Horror, Mystery & thriller, Action",English
On the Seventh Day,62.0,100.0,2018-06-08,Drama,Spanish
Cruella,97.0,75.0,2021-05-28,"Comedy, Kids & family",English
The Mitchells vs. the Machines,88.0,97.0,2021-04-23,"Kids & family, Comedy, Adventure, Animation, Action, Sci-fi",English
Most Likely to Succeed,100.0,71.0,2019-12-06,Documentary,English
Certain Women,52.0,92.0,2016-10-14,Drama,English
Intelligent Lives,93.0,89.0,2018-09-21,Documentary,English
The Levelling,58.0,94.0,2017-03-24,Drama,English
Petite Maman,79.0,97.0,2022-04-22,Drama,French (France)
Burden,88.0,97.0,2017-05-05,Documentary,English
Carol,74.0,94.0,2016-01-08,"Romance, Drama, Lgbtq+",English
In Harmony,33.0,100.0,2016-04-22,"Comedy, Drama",French (France)
The Innocents,87.0,95.0,2016-07-01,"History, Drama",French (France)
The Second Mother,90.0,97.0,2015-08-28,Drama,Portuguese (Brazil)
Gook,83.0,94.0,2017-08-18,"Comedy, Drama",English
Bloody Hell,80.0,91.0,2021-01-14,"Horror, Comedy",English
"Love, Charlie: The Rise and Fall of Chef Charlie Trotter",97.0,87.0,2022-11-18,Documentary,English
Listen to Me Marlon,88.0,95.0,2015-07-29,Documentary,English
Minyan,60.0,93.0,2021-10-22,"Drama, Lgbtq+",English
The Untold Tales of Armistead Maupin,86.0,92.0,2017-09-22,"Documentary, Lgbtq+",English
A Son,57.0,100.0,2021-12-10,Drama,Arabic
Aware: Glimpses of Consciousness,86.0,100.0,2021-09-24,Documentary,English
Troublemakers: The Story of Land Art,70.0,94.0,2016-01-08,Documentary,English
I Can Only Imagine,91.0,67.0,2018-03-16,"Biography, Drama, Music",English
Little Woods,55.0,95.0,2019-04-19,Drama,English
The Man in the Hat,80.0,100.0,2021-05-14,Comedy,English
Spider-Man: Homecoming,87.0,92.0,2017-07-07,"Action, Adventure, Fantasy, Comedy",English
The Son of Joseph,60.0,93.0,2017-01-13,Drama,French (France)
Fruits Basket: Prelude,95.0,45.0,2022-06-25,"Romance, Anime, Fantasy",Japanese
Olga,93.0,91.0,2022-06-24,Drama,Ukrainian
Enola Holmes 2,78.0,94.0,2022-10-28,"Mystery & thriller, Drama, Action, Adventure, Crime",English
Sophie Jones,71.0,100.0,2021-03-02,Drama,English
Bad Kids of Crestview Academy,96.0,10.0,2017-01-13,Mystery & thriller,English
Dark Horse,76.0,96.0,2016-05-06,Documentary,English (United Kingdom)
The Harder They Fall,93.0,88.0,2021-10-22,"Western, Drama",English
We Are Little Zombies,73.0,93.0,2020-07-10,Drama,Japanese
Little Girl,54.0,100.0,2021-09-17,Documentary,French (France)
God's Own Country,87.0,98.0,2017-10-25,"Drama, Romance, Lgbtq+",English (United Kingdom)
Garry Winogrand: All Things Are Photographable,89.0,97.0,2018-09-19,Documentary,English
Free Puppies!,100.0,100.0,2022-08-12,Documentary,English
Sui Dhaaga: Made in India,79.0,91.0,2018-09-28,Drama,Hindi
"Harry Chapin: When in Doubt, Do Something",93.0,96.0,2020-10-16,"Documentary, Music",English
Mars One,69.0,97.0,2023-01-05,"Drama, Lgbtq+",Portuguese (Brazil)
Queen of Diamonds,50.0,100.0,2019-04-26,Drama,English
Tab Hunter Confidential,96.0,88.0,2015-10-16,"Documentary, Lgbtq+",English
The Captain,96.0,75.0,2019-10-18,Drama,Chinese
Abominable,95.0,82.0,2019-09-27,"Kids & family, Comedy, Adventure, Animation",English
Keep the Change,82.0,100.0,2018-03-16,"Romance, Comedy",English
Good Girls Get High,72.0,100.0,2019-11-08,Comedy,English
Amazing Grace,80.0,99.0,2018-11-23,"Documentary, Music",English
One Piece Film Red,95.0,94.0,2022-11-04,"Action, Adventure, Anime",Japanese
Lost in America,91.0,100.0,2020-02-28,Documentary,English
Furie,82.0,95.0,2019-03-01,Action,Vietnamese
Broadway Rising,100.0,78.0,2022-12-05,"Drama, Documentary",English
Arrival,82.0,94.0,2016-11-11,"Sci-fi, Mystery & thriller, Drama",English
Pali Road,99.0,55.0,2016-04-28,"Mystery & thriller, Drama, Romance",Chinese
The Old Man & the Gun,62.0,93.0,2018-10-19,"Comedy, Drama, Mystery & thriller",English
Tod@s caen,93.0,57.0,2019-08-30,"Romance, Comedy",Spanish
In the Court of the Crimson King,91.0,100.0,2022-10-19,"Documentary, Music",English
Something In The Dirt,48.0,91.0,2022-11-04,"Sci-fi, Comedy, Horror",English
Creed III,96.0,89.0,2023-03-03,Drama,English
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,93.0,44.0,2023-02-03,"Sci-fi, Adventure, Fantasy, Anime",Japanese
Blindspotting,87.0,94.0,2018-07-27,"Comedy, Drama",English
Is That a Gun in Your Pocket?,92.0,0.0,2016-09-16,Comedy,English
CODA,91.0,94.0,2021-08-13,Drama,English
The Dissident,82.0,96.0,2020-12-25,Documentary,Arabic
The Silence of Others,83.0,100.0,2019-05-08,Documentary,Spanish (Spain)
When Lambs Become Lions,67.0,94.0,2019-11-22,Documentary,English
Our Time Will Come,60.0,94.0,2017-07-07,"History, Drama, War",Chinese
Gangubai Kathiawadi,97.0,90.0,2022-02-25,"Biography, Drama",Hindi
Star Wars: The Force Awakens,85.0,93.0,2015-12-18,"Sci-fi, Adventure, Action, Fantasy",English
The Guardians,54.0,94.0,2018-05-04,"History, Drama",French (France)
Bull,72.0,93.0,2022-04-01,"Mystery & thriller, Drama",English (United Kingdom)
Jersey,100.0,50.0,2022-04-22,Drama,Hindi
Selma,86.0,99.0,2015-01-09,"History, Drama",English
Among the Believers,87.0,95.0,2016-09-30,Documentary,Urdu
Fiddler: A Miracle of Miracles,98.0,98.0,2019-08-23,"Documentary, Music",English
The Seventh Fire,53.0,92.0,2016-07-22,"Documentary, Drama",English
Champions,95.0,58.0,2023-03-10,Comedy,English
The Settlers,71.0,95.0,2017-03-03,Documentary,English
Maika: The Girl From Another Galaxy,100.0,84.0,2022-06-03,"Adventure, Kids & family, Sci-fi",Vietnamese
No Safe Spaces,98.0,47.0,2019-10-25,Documentary,English
Raising Bertie,75.0,92.0,2017-06-09,Documentary,English
Demon,54.0,92.0,2016-09-09,"Horror, Mystery & thriller",Polish
Mister America,96.0,66.0,2019-10-09,Comedy,English
The Eternal Daughter,44.0,95.0,2022-12-02,"Mystery & thriller, Drama",English
Pause,40.0,100.0,2019-06-14,Drama,Greek
Scream VI,91.0,78.0,2023-03-10,"Horror, Mystery & thriller",English
The Birthday Cake,92.0,23.0,2021-06-18,"Mystery & thriller, Crime, Drama",English
What Lies Upstream,90.0,100.0,2018-01-12,Documentary,English
Beast,74.0,92.0,2018-05-11,"Mystery & thriller, Horror, Romance",English (United Kingdom)
Chasing Einstein,92.0,100.0,2019-09-13,Documentary,English
Calling All Earthlings,100.0,65.0,2018-06-29,Documentary,English
Better Days,97.0,97.0,2019-11-08,Drama,Chinese
Flock of Four,100.0,60.0,2018-04-13,Drama,English
Quest,75.0,98.0,2017-12-01,"Documentary, Music",English
Jonathan Agassi Saved My Life,67.0,100.0,2022-05-13,"Documentary, Lgbtq+",English
Bending the Arc,76.0,100.0,2017-10-06,Documentary,English
Onward,95.0,88.0,2020-03-06,"Kids & family, Comedy, Adventure, Fantasy, Animation",English
Brian Banks,97.0,63.0,2019-08-09,"Biography, Drama",English
Devotion,92.0,80.0,2022-11-23,"War, History, Drama, Action",English
Rita Moreno: Just a Girl Who Decided to Go For It,93.0,96.0,2021-06-18,Documentary,English
We Are As Gods,96.0,92.0,2022-08-12,Documentary,English
Janis: Little Girl Blue,77.0,94.0,2015-11-27,Documentary,English
Jim Allison: Breakthrough,100.0,92.0,2019-09-27,Documentary,English
King in the Wilderness,96.0,100.0,2018-03-30,Documentary,English
Hunter Gatherer,58.0,96.0,2016-11-16,Drama,English
PAW Patrol: The Movie,97.0,80.0,2021-08-20,"Kids & family, Comedy, Adventure, Animation",English
Styx,66.0,93.0,2019-02-27,"Mystery & thriller, Drama",English
Booksmart,77.0,96.0,2019-05-24,"Comedy, Lgbtq+",English
Major,97.0,75.0,2022-06-03,"Biography, Action, Drama",Telugu
Light From Light,62.0,93.0,2019-11-01,Drama,English
Kuessipan,100.0,100.0,2021-03-26,Drama,French (Canada)
Nobody,94.0,84.0,2021-03-26,"Action, Mystery & thriller, Comedy",English
A Father's Legacy,95.0,71.0,2021-06-17,Drama,English
King Jack,71.0,94.0,2016-06-10,Drama,English
Strong Island,56.0,100.0,2017-09-15,Documentary,English
Creem: America's Only Rock 'n' Roll Magazine,97.0,96.0,2020-08-07,"Documentary, Music",English
Every Last Child,62.0,100.0,2015-06-03,Documentary,Urdu
For Sama,92.0,98.0,2019-07-26,"Documentary, War",Arabic
Are We Not Cats,56.0,91.0,2018-02-23,"Horror, Comedy",English
The Last Dalai Lama?,100.0,91.0,2017-07-28,Documentary,English
Dangal Yuddham,93.0,88.0,2016-12-21,"Biography, Drama, Action",Hindi
The Sea Beast,84.0,94.0,2022-06-24,"Kids & family, Fantasy, Adventure, Comedy, Animation",English
Here Today,93.0,47.0,2021-05-07,"Comedy, Drama",English
Requiem for the American Dream,84.0,92.0,2015-04-18,Biography,English
For the Birds,88.0,93.0,2019-05-31,"Documentary, Drama",English
Made in Bangladesh,88.0,100.0,2020-06-05,Drama,Bangla
Carmine Street Guitars,71.0,97.0,2019-04-24,"Documentary, Music",English
The Last Deal,71.0,100.0,2023-02-03,"Action, Crime, Drama, Mystery & thriller",English
The Wrecking Crew,84.0,95.0,2015-03-13,"Documentary, Music",English
Under the Wire,94.0,86.0,2018-11-16,Drama,English (United Kingdom)
Notes on Blindness,70.0,95.0,2016-11-16,Documentary,English (United Kingdom)
Bring Your Own Brigade,100.0,89.0,2021-08-06,Documentary,English
The Last Tree,67.0,98.0,2020-06-26,Drama,English (United Kingdom)
The Silent Child,88.0,92.0,2017-08-08,Drama,English (United Kingdom)
Won't You Be My Neighbor?,94.0,97.0,2018-06-29,Documentary,English
Jungle Cruise,92.0,62.0,2021-07-30,"Adventure, Action, Comedy, Fantasy",English
Okko's Inn,84.0,100.0,2019-04-22,"Fantasy, Anime",Japanese
In Search of Israeli Cuisine,92.0,92.0,2016-01-28,Documentary,English
John Wick: Chapter 4,95.0,95.0,2023-03-24,Action,English
Wrestle,95.0,100.0,2019-02-22,Documentary,English
The Head Hunter,52.0,95.0,2019-04-05,"Horror, Fantasy, Adventure",English
Murina,70.0,91.0,2022-07-08,Drama,Croatian
"Lingui, The Sacred Bonds",88.0,96.0,2022-02-04,Drama,French (France)
The White Tiger,80.0,91.0,2021-01-13,Drama,Hindi
Nothing Compares,89.0,99.0,2022-09-23,"Documentary, Music, Biography",English
Beautifully Broken,92.0,67.0,2018-08-24,Drama,English
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,93.0,57.0,2023-01-20,"Fantasy, Adventure, Anime",Japanese
Rimini,86.0,95.0,2023-03-17,Drama,German
Roma,72.0,96.0,2018-11-21,Drama,Spanish
Buñuel in the Labyrinth of the Turtles,75.0,98.0,2019-08-16,"Drama, Animation",Spanish (Spain)
Tomorrow's Hope,67.0,100.0,2021-05-20,Documentary,English
Juniper,84.0,92.0,2023-02-24,Drama,English
Little Women,92.0,95.0,2019-12-25,Drama,English
Red Notice,92.0,36.0,2021-11-05,"Action, Comedy",English
Nomadland,82.0,93.0,2021-02-19,Drama,English
Shaun the Sheep Movie,81.0,99.0,2015-08-05,"Kids & family, Comedy, Adventure, Animation",English
Hell or High Seas,100.0,100.0,2021-10-08,Documentary,English
Iris,80.0,98.0,2015-04-29,"Documentary, Biography, History, Drama",English
Menashe,65.0,95.0,2017-07-28,"Comedy, Drama",Yiddish
Depeche Mode: Spirits in the Forest,100.0,100.0,2019-11-21,"Documentary, Music",English
Street Gang: How We Got to Sesame Street,96.0,95.0,2021-04-23,Documentary,English
Kubo and the Two Strings,86.0,97.0,2016-08-19,"Kids & family, Fantasy, Adventure, Action, Animation",English
The Blue Caftan,80.0,94.0,2023-02-10,Drama,Arabic
1945,83.0,97.0,2017-11-01,Drama,Hungarian
